plotReactions    1489    49    38    23    
plotReactions    1499    48    40    22    
plotReactions    1509    49    40    23    
plotReactions    1519    47    43    24    
plotReactions    1529    49    45    24    
plotReactions    1539    48    46    24    
plotReactions    1549    49    46    24    
plotReactions    1559    51    47    24    
plotReactions    1569    51    47    24    
plotReactions    1579    53    48    25    
plotReactions    1589    54    49    25    
plotReactions    1599    55    52    25    
plotReactions    1609    56    49    25    
plotReactions    1619    56    49    23    
plotReactions    1629    58    51    23    
plotReactions    1639    58    50    24    
plotReactions    1649    58    53    25    
plotReactions    1659    59    55    25    
plotReactions    1669    61    56    25    
plotReactions    1679    61    56    25    
plotReactions    1689    62    52    24    
plotReactions    1699    63    50    24    
plotReactions    1709    63    50    24    
plotReactions    1719    62    51    25    
plotReactions    1729    63    52    26    
plotReactions    1739    65    53    27    
plotReactions    1749    62    52    26    
plotReactions    1759    65    52    26    
plotReactions    1769    63    52    25    
plotReactions    1779    64    52    25    
plotReactions    1789    64    52    25    
plotReactions    1799    66    52    25    
plotReactions    1809    67    53    25    
plotReactions    1819    66    54    27    
plotReactions    1829    67    55    27    
plotReactions    1839    69    57    28    
plotReactions    1849    71    58    28    
plotReactions    1859    70    57    27    
plotReactions    1869    71    60    27    
plotReactions    1879    73    58    27    
plotReactions    1889    72    57    27    
plotReactions    1899    73    58    27    
plotReactions    1909    74    57    26    
plotReactions    1919    74    59    26    
plotReactions    1929    75    57    25    
plotReactions    1939    76    57    26    
plotReactions    1949    76    57    26    
plotReactions    1959    77    55    26    
plotReactions    1969    78    55    27    
plotReactions    1979    79    56    27    
plotReactions    1989    79    56    27    
plotReactions    1999    80    57    27    
plotReactions    2009    80    58    27    
plotReactions    2019    80    58    28    
plotReactions    2029    83    60    28    
plotReactions    2039    82    61    29    
plotReactions    2049    82    61    28    
plotReactions    2059    82    61    28    
plotReactions    2069    81    61    29    
plotReactions    2079    82    60    29    
plotReactions    2089    82    60    29    
plotReactions    2099    82    60    29    
plotReactions    2109    82    60    29    
plotReactions    2119    82    60    29    
plotReactions    2129    81    61    29    
plotReactions    2139    81    61    29    
plotReactions    2149    81    61    29    
plotReactions    2159    82    61    29    
plotReactions    2169    82    61    29    
plotReactions    2179    82    61    29    
plotReactions    2189    83    62    29    
plotReactions    2199    83    62    29    
plotReactions    2209    83    62    29    
plotReactions    2219    83    63    29    
plotReactions    2229    83    63    29    
plotReactions    2239    82    64    29    
plotReactions    2249    83    64    29    
plotReactions    2259    83    64    29    
plotReactions    2269    82    62    29    
plotReactions    2279    80    62    30    
plotReactions    2289    80    62    31    
plotReactions    2299    80    63    31    
plotReactions    2309    79    62    31    
plotReactions    2319    80    63    31    
plotReactions    2329    81    63    31    
plotReactions    2339    81    63    31    
plotReactions    2349    81    63    31    
plotReactions    2359    81    63    31    
plotReactions    2369    81    62    30    
plotReactions    2379    81    62    30    
plotReactions    2389    81    62    30    
plotReactions    2399    80    61    30    
plotReactions    2409    80    61    30    
plotReactions    2419    80    61    30    
plotReactions    2429    80    61    31    
plotReactions    2439    80    61    31    
plotReactions    2449    80    61    31    
plotReactions    2459    80    61    31    
plotReactions    2469    80    61    31    
plotReactions    2479    80    61    31    
plotReactions    2489    80    62    31    
plotReactions    2499    80    62    31    
plotReactions    2509    80    62    31    
plotReactions    2519    80    62    31    
plotReactions    2529    80    62    31    
plotReactions    2539    80    62    31    
plotReactions    2549    80    62    31    
plotReactions    2559    80    63    31    
plotReactions    2569    81    63    31    
plotReactions    2579    81    63    31    
plotReactions    2589    81    63    31    
plotReactions    2599    81    63    31    
plotReactions    2609    81    63    31    
plotReactions    2619    81    63    31    
plotReactions    2629    82    64    31    
plotReactions    2639    82    64    31    
plotReactions    2649    82    64    31    
plotReactions    2659    82    64    31    
plotReactions    2669    83    64    31    
plotReactions    2679    83    64    31    
plotReactions    2689    83    64    31    
plotReactions    2699    83    64    31    
plotReactions    2709    83    64    31    
plotReactions    2719    83    64    31    
plotReactions    2729    83    64    31    
plotReactions    2739    83    64    31    
plotReactions    2749    83    64    31    
plotReactions    2759    83    64    31    
plotReactions    2769    83    64    31    
plotReactions    2779    83    64    31    
plotReactions    2789    83    64    31    
plotReactions    2799    83    64    31    
plotReactions    2809    85    63    31    
plotReactions    2819    85    63    31    
plotReactions    2829    85    63    31    
plotReactions    2839    85    64    31    
plotReactions    2849    85    64    31    
plotReactions    2859    85    64    31    
plotReactions    2869    87    63    31    
plotReactions    2879    84    60    29    
plotReactions    2889    84    60    29    
plotReactions    2899    84    60    29    
plotReactions    2909    84    60    29    
plotReactions    2919    84    60    29    
plotReactions    2929    84    61    29    
plotReactions    2939    84    59    28    
plotReactions    2949    84    59    28    
plotReactions    2959    84    60    28    
plotReactions    2969    84    60    28    
plotReactions    2979    84    60    28    
plotReactions    2989    84    57    28    
plotReactions    2999    84    57    28    
plotReactions    3009    84    58    28    
plotReactions    3019    85    55    27    
plotReactions    3029    85    55    27    
plotReactions    3039    85    55    27    
plotReactions    3049    85    55    27    
plotReactions    3059    86    53    27    
plotReactions    3069    87    51    26    
plotReactions    3079    87    51    26    
plotReactions    3089    87    51    26    
plotReactions    3099    87    51    26    
plotReactions    3109    87    51    26    
plotReactions    3119    87    51    26    
plotReactions    3129    87    51    26    
plotReactions    3139    87    51    26    
plotReactions    3149    87    51    26    
plotReactions    3159    87    51    26    
plotReactions    3169    87    51    26    
plotReactions    3179    87    51    26    
plotReactions    3189    87    51    26    
plotReactions    3199    87    51    26    
plotReactions    3209    87    51    26    
plotReactions    3219    87    51    26    
plotReactions    3229    87    51    26    
plotReactions    3239    87    51    26    
plotReactions    3249    87    51    26    
plotReactions    3259    87    51    26    
plotReactions    3269    87    51    26    
plotReactions    3279    87    51    26    
plotReactions    3289    87    51    26    
plotReactions    3299    87    51    26    
plotReactions    3309    87    51    26    
plotReactions    3319    87    51    26    
plotReactions    3329    87    51    26    
plotReactions    3339    87    51    26    
plotReactions    3349    86    52    26    
plotReactions    3359    86    52    26    
plotReactions    3369    86    52    26    
plotReactions    3379    86    52    26    
plotReactions    3389    86    52    26    
plotReactions    3399    86    52    26    
plotReactions    3409    86    52    26    
plotReactions    3419    86    52    26    
plotReactions    3429    86    52    26    
plotReactions    3439    86    52    26    
plotReactions    3449    86    52    26    
plotReactions    3459    86    52    26    
plotReactions    3469    86    52    26    
plotReactions    3479    86    52    26    
plotReactions    3489    86    52    26    
plotReactions    3499    86    52    26    
plotReactions    3509    86    52    26    
plotReactions    3519    86    52    26    
plotReactions    3529    86    52    26    
plotReactions    3539    86    52    26    
plotReactions    3549    87    53    26    
plotReactions    3559    87    53    26    
plotReactions    3569    87    53    26    
plotReactions    3579    87    53    26    
plotReactions    3589    87    53    26    
plotReactions    3599    87    53    26    
plotReactions    3609    87    53    26    
plotReactions    3618    87    53    26    
plotReactions    3628    87    53    26    
