plotSimpleBonds    1209    20    12    6    13    2    0    1    0    1    
plotSimpleBonds    1219    22    11    6    14    1    0    1    0    1    
plotSimpleBonds    1229    22    10    5    14    2    0    0    0    1    
plotSimpleBonds    1239    26    9    4    15    0    0    0    0    1    
plotSimpleBonds    1249    26    9    4    15    0    0    0    0    1    
plotSimpleBonds    1259    26    9    4    15    0    0    0    0    1    
plotSimpleBonds    1269    26    9    4    15    0    0    0    0    1    
plotSimpleBonds    1279    22    11    8    13    0    4    0    3    1    
plotSimpleBonds    1289    20    12    8    14    2    3    1    2    1    
plotSimpleBonds    1299    18    14    11    12    2    5    0    4    1    
plotSimpleBonds    1309    18    14    11    12    3    4    1    3    1    
plotSimpleBonds    1319    20    14    9    13    4    3    2    2    1    
plotSimpleBonds    1329    20    14    9    13    6    1    4    0    1    
plotSimpleBonds    1339    24    12    9    15    4    0    3    0    1    
plotSimpleBonds    1349    22    14    10    15    5    0    3    0    1    
plotSimpleBonds    1359    24    14    10    16    4    0    2    0    1    
plotSimpleBonds    1369    24    14    9    17    4    0    2    0    1    
plotSimpleBonds    1379    24    14    8    17    5    0    2    0    1    
plotSimpleBonds    1389    26    13    8    17    4    0    2    0    1    
plotSimpleBonds    1399    24    15    10    15    4    2    2    2    1    
plotSimpleBonds    1409    22    15    10    13    4    6    1    4    1    
plotSimpleBonds    1419    24    14    10    13    4    5    2    3    1    
plotSimpleBonds    1429    24    16    11    14    3    5    2    3    1    
plotSimpleBonds    1439    22    17    11    13    5    7    2    5    1    
plotSimpleBonds    1449    22    18    12    13    8    4    4    2    1    
plotSimpleBonds    1459    22    18    12    13    8    4    4    2    1    
plotSimpleBonds    1469    28    18    10    14    5    4    4    2    1    
plotSimpleBonds    1479    28    17    10    15    6    3    5    1    1    
plotSimpleBonds    1489    28    21    12    14    6    3    4    1    1    
plotSimpleBonds    1499    28    20    12    14    6    4    3    3    1    
plotSimpleBonds    1509    30    19    11    16    6    3    4    2    1    
plotSimpleBonds    1519    32    19    10    17    6    2    3    1    1    
plotSimpleBonds    1529    36    17    9    19    4    2    3    1    1    
plotSimpleBonds    1539    36    18    9    19    4    2    3    1    2    
plotSimpleBonds    1549    36    19    9    19    4    2    3    1    2    
plotSimpleBonds    1559    38    18    7    20    4    2    2    1    2    
plotSimpleBonds    1569    36    19    9    21    4    2    2    1    2    
plotSimpleBonds    1579    38    18    8    21    4    2    2    1    2    
plotSimpleBonds    1589    40    17    8    21    3    2    2    1    2    
plotSimpleBonds    1599    40    16    7    22    4    2    2    1    2    
plotSimpleBonds    1609    36    18    8    22    5    2    2    1    2    
plotSimpleBonds    1619    36    21    12    21    3    3    1    3    2    
plotSimpleBonds    1629    38    19    12    21    2    3    1    3    2    
plotSimpleBonds    1639    36    21    12    21    4    3    1    3    2    
plotSimpleBonds    1649    38    20    11    21    4    3    0    3    2    
plotSimpleBonds    1659    42    19    10    22    2    3    0    3    2    
plotSimpleBonds    1669    42    19    10    22    2    3    0    3    2    
plotSimpleBonds    1679    42    19    10    22    2    3    0    3    2    
plotSimpleBonds    1689    38    23    14    20    2    6    0    5    2    
plotSimpleBonds    1699    38    23    14    18    2    9    0    5    2    
plotSimpleBonds    1709    38    23    14    18    2    9    0    5    2    
plotSimpleBonds    1719    38    23    13    18    3    9    0    5    2    
plotSimpleBonds    1729    40    22    12    18    3    9    0    5    2    
plotSimpleBonds    1739    42    24    12    18    2    8    1    4    2    
plotSimpleBonds    1749    36    25    15    15    2    11    0    8    2    
plotSimpleBonds    1759    36    27    15    16    1    11    0    8    2    
plotSimpleBonds    1769    34    29    17    16    2    11    0    8    2    
plotSimpleBonds    1779    34    29    16    16    3    11    0    8    2    
plotSimpleBonds    1789    34    29    16    16    3    11    0    8    2    
plotSimpleBonds    1799    36    28    16    17    2    11    0    8    2    
plotSimpleBonds    1809    36    29    18    18    2    10    1    7    2    
plotSimpleBonds    1819    36    27    17    18    4    9    1    6    2    
plotSimpleBonds    1829    38    27    17    18    3    9    1    6    2    
plotSimpleBonds    1839    42    26    15    19    2    9    1    6    2    
plotSimpleBonds    1849    42    26    15    19    2    9    1    6    2    
plotSimpleBonds    1859    40    28    17    19    2    9    0    6    2    
plotSimpleBonds    1869    42    30    17    20    1    9    0    6    2    
plotSimpleBonds    1879    42    30    17    21    1    9    0    6    2    
plotSimpleBonds    1889    40    30    19    19    1    11    0    8    2    
plotSimpleBonds    1899    42    29    19    19    0    11    0    8    2    
plotSimpleBonds    1909    40    31    21    20    0    11    0    8    2    
plotSimpleBonds    1919    40    30    21    20    0    11    0    8    2    
plotSimpleBonds    1929    38    32    23    20    0    11    0    8    2    
plotSimpleBonds    1939    38    32    22    20    1    11    0    8    2    
plotSimpleBonds    1949    38    32    22    20    1    11    0    8    2    
plotSimpleBonds    1959    36    34    23    20    2    11    0    8    2    
plotSimpleBonds    1969    36    34    22    20    3    11    0    8    2    
plotSimpleBonds    1979    38    34    22    20    2    11    0    8    2    
plotSimpleBonds    1989    38    32    22    20    2    11    0    8    2    
plotSimpleBonds    1999    40    32    21    21    2    10    0    7    2    
plotSimpleBonds    2009    40    32    21    22    2    10    0    7    2    
plotSimpleBonds    2019    40    31    21    22    3    10    0    7    2    
plotSimpleBonds    2029    42    31    21    22    2    10    0    7    2    
plotSimpleBonds    2039    42    31    20    22    3    10    0    7    2    
plotSimpleBonds    2049    40    32    22    22    3    10    0    7    2    
plotSimpleBonds    2059    40    32    22    22    3    10    0    7    2    
plotSimpleBonds    2069    40    32    21    22    4    10    0    7    2    
plotSimpleBonds    2079    40    32    21    22    4    10    0    7    2    
plotSimpleBonds    2089    40    32    21    22    4    10    0    7    2    
plotSimpleBonds    2099    40    32    21    22    4    10    0    7    2    
plotSimpleBonds    2109    40    32    21    22    4    10    0    7    2    
plotSimpleBonds    2119    40    32    21    22    4    10    0    7    2    
plotSimpleBonds    2129    40    32    21    22    4    10    0    7    2    
plotSimpleBonds    2139    40    32    21    22    4    10    0    7    2    
plotSimpleBonds    2149    40    32    21    22    4    10    0    7    2    
plotSimpleBonds    2159    40    32    21    23    4    10    0    7    2    
plotSimpleBonds    2169    40    32    21    23    4    10    0    7    2    
plotSimpleBonds    2179    40    32    21    23    4    10    0    7    2    
plotSimpleBonds    2189    42    31    21    23    3    10    0    7    2    
plotSimpleBonds    2199    42    31    21    23    3    10    0    7    2    
plotSimpleBonds    2209    42    31    21    23    3    10    0    7    2    
plotSimpleBonds    2219    44    30    21    23    2    10    0    7    2    
plotSimpleBonds    2229    44    30    21    23    2    10    0    7    2    
plotSimpleBonds    2239    44    30    21    23    2    10    0    7    2    
plotSimpleBonds    2249    44    30    21    23    2    10    0    7    2    
plotSimpleBonds    2259    44    30    21    23    2    10    0    7    2    
plotSimpleBonds    2269    42    33    23    23    2    10    0    7    2    
plotSimpleBonds    2279    40    33    24    23    3    10    0    7    2    
plotSimpleBonds    2289    40    33    23    23    4    10    0    7    2    
plotSimpleBonds    2299    40    33    23    23    4    10    0    7    2    
plotSimpleBonds    2309    40    34    25    21    3    12    0    9    2    
plotSimpleBonds    2319    42    33    25    21    2    12    0    9    2    
plotSimpleBonds    2329    42    33    25    21    2    12    0    9    2    
plotSimpleBonds    2339    42    33    25    21    2    12    0    9    2    
plotSimpleBonds    2349    42    33    25    21    2    12    0    9    2    
plotSimpleBonds    2359    42    33    25    21    2    12    0    9    2    
plotSimpleBonds    2369    40    35    27    21    2    12    0    9    2    
plotSimpleBonds    2379    40    35    27    21    2    12    0    9    2    
plotSimpleBonds    2389    40    35    27    21    2    12    0    9    2    
plotSimpleBonds    2399    38    37    29    21    2    12    0    9    2    
plotSimpleBonds    2409    38    37    29    21    2    12    0    9    2    
plotSimpleBonds    2419    38    37    29    21    2    12    0    9    2    
plotSimpleBonds    2429    38    37    28    21    3    12    0    9    2    
plotSimpleBonds    2439    38    37    28    21    3    12    0    9    2    
plotSimpleBonds    2449    38    37    28    21    3    12    0    9    2    
plotSimpleBonds    2459    38    37    28    21    3    12    0    9    2    
plotSimpleBonds    2469    38    37    28    21    3    12    0    9    2    
plotSimpleBonds    2479    38    37    28    21    3    12    0    9    2    
plotSimpleBonds    2489    38    37    28    21    3    12    0    9    2    
plotSimpleBonds    2499    38    37    28    21    3    12    0    9    2    
plotSimpleBonds    2509    38    37    28    21    3    12    0    9    2    
plotSimpleBonds    2519    38    37    28    21    3    12    0    9    2    
plotSimpleBonds    2529    38    37    28    21    3    12    0    9    2    
plotSimpleBonds    2539    38    37    28    21    3    12    0    9    2    
plotSimpleBonds    2549    38    37    28    21    3    12    0    9    2    
plotSimpleBonds    2559    38    37    28    21    3    12    0    9    2    
plotSimpleBonds    2569    38    37    28    21    3    12    0    9    2    
plotSimpleBonds    2579    38    37    28    21    3    12    0    9    2    
plotSimpleBonds    2589    38    37    28    21    3    12    0    9    2    
plotSimpleBonds    2599    38    37    28    21    3    12    0    9    2    
plotSimpleBonds    2609    38    37    28    21    3    12    0    9    2    
plotSimpleBonds    2619    38    37    28    21    3    12    0    9    2    
plotSimpleBonds    2629    40    36    28    21    2    12    0    9    2    
plotSimpleBonds    2639    40    36    28    21    2    12    0    9    2    
plotSimpleBonds    2649    40    36    28    21    2    12    0    9    2    
plotSimpleBonds    2659    40    36    28    21    2    12    0    9    2    
plotSimpleBonds    2669    40    36    28    21    2    12    0    9    2    
plotSimpleBonds    2679    40    36    28    21    2    12    0    9    2    
plotSimpleBonds    2689    40    36    28    21    2    12    0    9    2    
plotSimpleBonds    2699    40    36    28    21    2    12    0    9    2    
plotSimpleBonds    2709    40    36    28    21    2    12    0    9    2    
plotSimpleBonds    2719    40    36    28    21    2    12    0    9    2    
plotSimpleBonds    2729    40    36    28    21    2    12    0    9    2    
plotSimpleBonds    2739    40    36    28    21    2    12    0    9    2    
plotSimpleBonds    2749    40    36    28    21    2    12    0    9    2    
plotSimpleBonds    2759    40    36    28    21    2    12    0    9    2    
plotSimpleBonds    2769    40    36    28    21    2    12    0    9    2    
plotSimpleBonds    2779    40    36    28    21    2    12    0    9    2    
plotSimpleBonds    2789    40    36    28    21    2    12    0    9    2    
plotSimpleBonds    2799    40    36    28    21    2    12    0    9    2    
plotSimpleBonds    2809    40    36    28    21    2    12    0    9    2    
plotSimpleBonds    2819    40    36    28    21    2    12    0    9    2    
plotSimpleBonds    2829    40    36    28    21    2    12    0    9    2    
plotSimpleBonds    2839    40    36    28    21    2    12    0    9    2    
plotSimpleBonds    2849    40    36    28    21    2    12    0    9    2    
plotSimpleBonds    2859    40    36    28    21    2    12    0    9    2    
plotSimpleBonds    2869    40    36    28    21    2    12    0    9    2    
plotSimpleBonds    2879    36    38    30    17    2    18    0    13    2    
plotSimpleBonds    2889    36    38    30    17    2    18    0    13    2    
plotSimpleBonds    2899    36    38    30    17    2    18    0    13    2    
plotSimpleBonds    2909    36    38    30    17    2    18    0    13    2    
plotSimpleBonds    2919    36    38    30    17    2    18    0    13    2    
plotSimpleBonds    2929    36    38    30    17    2    18    0    13    2    
plotSimpleBonds    2939    34    40    32    17    2    18    0    13    2    
plotSimpleBonds    2949    34    40    32    17    2    18    0    13    2    
plotSimpleBonds    2959    34    40    32    17    2    18    0    13    2    
